conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate,intent,rule_confidence,needs_manual_review,matched_patterns
1002760,1002763,1002761,2017-10-14T12:54:38+00:00,After updating my iphone 6s its battery getting drained very quickly @115858,@357360 We're here for you. Let's start by making sure the battery is set for maximum potential life: https://t.co/BGb00taxed,customer: After updating my iphone 6s its battery getting drained very quickly @115858,4,0,device_issue,0.99,True,battery
1002760,1002762,1002764,2017-10-14T14:49:01+00:00,@AppleSupport I have kept my power saving mode on but still battery draining fast. Can u send me link to degrade ios10.,"@357360 We’d love to help further. To start, send us a DM. https://t.co/GDrqU22YpT","customer: After updating my iphone 6s its battery getting drained very quickly @115858
brand: @357360 We're here for you. Let's start by making sure the battery is set for maximum potential life: https://t.co/BGb00taxed
customer: @AppleSupport I have kept my power saving mode on but still battery draining fast. Can u send me link to degrade ios10.",4,0,device_issue,0.99,True,battery
1003804,1003810,1003809,2017-10-13T14:49:31+00:00,@115858 @AppleSupport there is something wrong with the phone after the latest update,@357587 Let's look into that. What issues are you experiencing?,customer: @115858 @AppleSupport there is something wrong with the phone after the latest update,6,0,app_software_issue,0.99,True,update\b
1003804,1003806,1003808,2017-10-14T15:37:40+00:00,@AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11,"@357587 We're glad that your device is working as expected now!  If we can help with anything else, please reach out to us.","customer: @115858 @AppleSupport there is something wrong with the phone after the latest update
brand: @357587 Let's look into that. What issues are you experiencing?
customer: @AppleSupport It's not just one that I can point out
brand: @357587 If you can try to give us an example of any issue you're facing, we can start there.
customer: @AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11",6,0,app_software_issue,0.99,True,ios\b
1004462,1004464,1004463,2017-10-22T15:38:28+00:00,@AppleSupport airdrop isn’t working on iMac since the update,@357747 We want to get AirDrop working properly for you. Let us know exact what's going on and the macOS version number please.,customer: @AppleSupport airdrop isn’t working on iMac since the update,2,0,app_software_issue,0.99,True,update\b
1004947,1004949,1004948,2017-11-25T17:27:35+00:00,"@AppleSupport ios11 makes every app on my phone freeze after a while....shit update, sort it out",@357855 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,"customer: @AppleSupport ios11 makes every app on my phone freeze after a while....shit update, sort it out",2,0,app_software_issue,0.99,False,update\b;app\b;freez
1005212,1005214,1005213,2017-10-14T13:28:00+00:00,Before I update my info is this legitimate??? I got a text saying my @115858 is expiring today? https://t.co/MqGSLx3g9R,"@357920 This appears to be phishing. Did you receive this as a regular text message, or did it come through as an iMessage?",customer: Before I update my info is this legitimate??? I got a text saying my @115858 is expiring today? https://t.co/MqGSLx3g9R,2,0,app_software_issue,0.99,True,update\b
1007094,1007100,1007098,2017-10-22T19:02:53+00:00,Hey @AppleSupport - why is this appearing on my lock screen? 🤔🤷🏼‍♂️ https://t.co/LH3KcOnKZy,@192480 When was the last time you listened to music on your iPhone? Is there a paused track in the last app you used?,customer: Hey @AppleSupport - why is this appearing on my lock screen? 🤔🤷🏼‍♂️ https://t.co/LH3KcOnKZy,6,0,device_issue,0.99,True,screen\b
1007653,1007655,1007657,2017-10-14T16:07:00+00:00,@AppleSupport Correct. I have upgraded each IOS11 update as they were released and am currently up to date with the latest version.,@358447 We're happy to help out the best we can. Let's meet in DM. https://t.co/GDrqU22YpT,"customer: IOS 11..you have broken my phone! Battery lasts 4 hours now...@43193 @AppleSupport @115858 #iOS11 #applebattery
brand: @358447 We'd be happy to review this for you. Are you experiencing this issue on the latest version of iOS 11.0.3?
customer: @AppleSupport Correct. I have upgraded each IOS11 update as they were released and am currently up to date with the latest version.",4,0,app_software_issue,0.99,True,update\b
1007805,1007808,1007806,2017-10-22T20:04:33+00:00,"@115858
After the update, my itunes skips songs. Some it plays entirely, others it skips to the next song at random times.","@358484 We'd love to help you with this. To verify, which device &amp; OS version are you using at the moment?","customer: @115858
After the update, my itunes skips songs. Some it plays entirely, others it skips to the next song at random times.",4,0,app_software_issue,0.99,False,update\b;itunes
1007820,1007823,1007821,2017-10-22T20:01:41+00:00,More bugs @AppleSupport: phone rings but can’t answer. Screen is either off or showing blurred background only. Buttons don’t work.(7 plus) https://t.co/Vh2BRbJtXR,@196839 Thanks for this report. Does this behavior continue after you restart the iPhone?Does it happen with only certain apps open?,customer: More bugs @AppleSupport: phone rings but can’t answer. Screen is either off or showing blurred background only. Buttons don’t work.(7 plus) https://t.co/Vh2BRbJtXR,4,0,device_issue,0.99,True,screen\b
1007820,1007822,1007824,2017-10-30T20:59:31+00:00,@AppleSupport Follow up: Restarted and still happens. Last time was with only Facebook app open in background.,@196839 Thanks for getting back with us!  Please send us a DM and we can continue looking into this together. https://t.co/GDrqU22YpT,"customer: More bugs @AppleSupport: phone rings but can’t answer. Screen is either off or showing blurred background only. Buttons don’t work.(7 plus) https://t.co/Vh2BRbJtXR
brand: @196839 Thanks for this report. Does this behavior continue after you restart the iPhone?Does it happen with only certain apps open?
customer: @AppleSupport Follow up: Restarted and still happens. Last time was with only Facebook app open in background.",4,0,app_software_issue,0.99,True,app\b
1009015,1009017,1009016,2017-10-14T14:13:33+00:00,Why does my WiFi and Bluetooth come on whenever it wants!?🗣 @115858,@358764 We'd be happy to help.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,customer: Why does my WiFi and Bluetooth come on whenever it wants!?🗣 @115858,2,0,connectivity_issue,0.99,False,wi[ -]?fi;bluetooth
1009019,1009021,1009023,2017-10-14T15:16:00+00:00,"@AppleSupport 11.0 (I’m pretty sure) and no, I’m not an Apple Music member. I’ve never used it at all.","@358766 OK. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone: https://t.co/80YRnjDFDk","customer: @AppleSupport when I took this screenshot, I was halfway through the song. So why is the slider not showing that? (This is my local library) https://t.co/YJqzXEVthw
brand: @358766 We’e can figure this out. To start, tell us the iOS version your iPhone is on, and if you’re an Apple Music member.
customer: @AppleSupport 11.0 (I’m pretty sure) and no, I’m not an Apple Music member. I’ve never used it at all.",4,0,subscription,0.99,True,apple music
1009304,1009306,1009305,2017-10-22T20:34:33+00:00,This new software update has made me phone gan crackers sort it out please fellas @115858,@358822 We are here to help whenever possible. DM the specific issue you are seeing to get started. https://t.co/GDrqU22YpT,customer: This new software update has made me phone gan crackers sort it out please fellas @115858,2,0,app_software_issue,0.99,False,update\b;software
1009315,1009318,1009316,2017-10-22T20:29:30+00:00,Wow. My phone has been wonky since the last update &amp; is only getting worse. Not cool guys @AppleSupport,"@358826 We're here to help, so let's look into this. What's going on with your iPhone?",customer: Wow. My phone has been wonky since the last update &amp; is only getting worse. Not cool guys @AppleSupport,7,0,app_software_issue,0.99,True,update\b
1009315,1009317,1009319,2017-10-22T22:12:28+00:00,@AppleSupport Thanks!😀Overall there’s a lot of delay. Also with twitter it freezes a lot. It gets stuck. Just a lot of problems I’ve never had before.,@358826 Are you seeing the freezing with other apps as well? Send us a DM and we'll work from there: https://t.co/GDrqU22YpT,"customer: Wow. My phone has been wonky since the last update &amp; is only getting worse. Not cool guys @AppleSupport
brand: @358826 We're here to help, so let's look into this. What's going on with your iPhone?
customer: @AppleSupport Thanks!😀Overall there’s a lot of delay. Also with twitter it freezes a lot. It gets stuck. Just a lot of problems I’ve never had before.",7,0,app_software_issue,0.99,True,freez
1009315,1009320,1009322,2017-10-22T23:03:56+00:00,@AppleSupport @358826 I have the same problem Apple!!! Do something! Too many bugs and battery drain. Want my iPhone back,"@358827 Thanks for reaching out to us again, let's continue our conversation in DM. https://t.co/GDrqU22YpT","customer: Wow. My phone has been wonky since the last update &amp; is only getting worse. Not cool guys @AppleSupport
brand: @358826 We're here to help, so let's look into this. What's going on with your iPhone?
customer: @AppleSupport Thanks!😀Overall there’s a lot of delay. Also with twitter it freezes a lot. It gets stuck. Just a lot of problems I’ve never had before.
brand: @358826 Are you seeing the freezing with other apps as well? Send us a DM and we'll work from there: https://t.co/GDrqU22YpT
customer: @AppleSupport @358826 I have the same problem Apple!!! Do something! Too many bugs and battery drain. Want my iPhone back
customer: @358827 @AppleSupport Yeah how do we go back to before the update? Wait for a better update &amp; bugs are addressed.",7,0,device_issue,0.99,True,battery
1011798,1011800,1011799,2017-10-14T14:39:03+00:00,"@AppleSupport Hi,  loose connection in the wires I guess sound used to cunt in and out.   Lasted  a year or two",@359403 We can certainly take a look at some options for you. Join us in DM using this link: https://t.co/GDrqU22YpT,"customer: @AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen
brand: @359403 They are. The EarPods that came with the iPod touch (5th generation) had the 3.5mm connector.
customer: @AppleSupport Thanks,  need new ones, tried different earphones and  and sound wasn't the best,  at  $35  these are a little costly  though
brand: @359403 No problem. What's going on with the EarPods that came with your iPod? We may have options to help. DM us here: https://t.co/GDrqU22YpT
customer: @AppleSupport Hi,  loose connection in the wires I guess sound used to cunt in and out.   Lasted  a year or two",6,0,connectivity_issue,0.99,True,connection
1013078,1013080,1013079,2017-10-22T18:25:00+00:00,"@115858 @AppleSupport I have a 13” MacBook pro w/retina display, late 2013 model.  What chargers will work with this model?  Mine broke :(","@359717 It's important to get the right charger, we're glad you asked. Check out the information here: https://t.co/Jl6KFw8Au4","customer: @115858 @AppleSupport I have a 13” MacBook pro w/retina display, late 2013 model.  What chargers will work with this model?  Mine broke :(",2,0,billing_payment,0.99,True,charg(?:e|ed|ing)
1013794,1013797,1013795,2017-10-22T18:42:52+00:00,@115858 #ios11 .0.3 keeps crashing my apps. Please fix bug. I will NOT be upgrading to a new iPhone if this is what I should expect.,"@359880 Thanks for contacting us, we can help you. Which apps keep crashing?",customer: @115858 #ios11 .0.3 keeps crashing my apps. Please fix bug. I will NOT be upgrading to a new iPhone if this is what I should expect.,4,0,app_software_issue,0.99,False,crash;bug\b
1013794,1013796,1013798,2017-10-24T15:48:27+00:00,"@AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",@359880 We'd like to take a deeper look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,"customer: @115858 #ios11 .0.3 keeps crashing my apps. Please fix bug. I will NOT be upgrading to a new iPhone if this is what I should expect.
brand: @359880 Thanks for contacting us, we can help you. Which apps keep crashing?
customer: @AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",4,0,app_software_issue,0.99,True,app\b
1014402,1014404,1014403,2017-10-14T15:03:00+00:00,"@AppleSupport yesterday your systems were down at all stores and my broken iPhone7 could not be replaced, is this sorted now?",@360031 You would need to reach out to the store to find out the status of the store's in-store repair services.,"customer: @AppleSupport yesterday your systems were down at all stores and my broken iPhone7 could not be replaced, is this sorted now?",2,0,device_issue,0.99,True,broken
1014511,1014513,1014512,2017-10-12T13:23:32+00:00,Dear @115858  your latest update keeps causing my iPhone7 to freeze! #rubbish #iphone,@360059 We want you to use your iPhone without issue. Please send us a DM and we'll work together. https://t.co/GDrqU22YpT,customer: Dear @115858  your latest update keeps causing my iPhone7 to freeze! #rubbish #iphone,2,0,app_software_issue,0.99,False,update\b;freez
1014521,1014523,1014522,2017-10-12T13:21:27+00:00,"My phone be on some hoe shit since this IOS 11 came out, @115858 what’s good!?",@360062 Reach out via DM and let us know what issues you're experiencing. https://t.co/GDrqU22YpT,"customer: My phone be on some hoe shit since this IOS 11 came out, @115858 what’s good!?",2,0,app_software_issue,0.99,True,ios\b
1014883,1014885,1014884,2017-10-22T18:50:57+00:00,"@AppleSupport hey guys, can you point me to any articles that explain “updating the Home Hub software”? I can seem to find anything relevant","@360123 Is this in regards to HomeKit? Send us a DM with more details, and we'll be happy to help. https://t.co/GDrqU22YpT","customer: @AppleSupport hey guys, can you point me to any articles that explain “updating the Home Hub software”? I can seem to find anything relevant",2,0,app_software_issue,0.99,True,software
1016766,1016769,1016767,2017-10-23T01:05:00+00:00,@AppleSupport: do you happen to know why they’re ghosted out? Thanks! #iOS #iphone7 #wondering #help #photos #cameraroll https://t.co/4etUoKvQeO,"@360570 Hi, we'd like to have you reach out to our Photos team for assistance on this issue. Here's how: https://t.co/IBIY3vMgPj",customer: @AppleSupport: do you happen to know why they’re ghosted out? Thanks! #iOS #iphone7 #wondering #help #photos #cameraroll https://t.co/4etUoKvQeO,3,0,app_software_issue,0.99,True,ios\b
1019385,1019387,1019386,2017-10-22T22:18:01+00:00,@AppleSupport Impossible to use any chat application plz fix keyboard lag.,"@273801 Thanks for letting us know. We want to help! Send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT",customer: @AppleSupport Impossible to use any chat application plz fix keyboard lag.,2,0,app_software_issue,0.99,True,lag\b
1020323,1020327,1020324,2017-10-22T22:35:31+00:00,@115858 thank you very much for screwing up my phone with this new update. I can’t keep in app open for one minute... smh,@361437 We're here to help. What happens when you try to open an app?,customer: @115858 thank you very much for screwing up my phone with this new update. I can’t keep in app open for one minute... smh,5,0,app_software_issue,0.99,False,update\b;app\b
1020323,1020325,1020328,2017-10-22T23:15:29+00:00,"@AppleSupport Every time I have an app open, it’ll exit out of the app within like 90 seconds",@361437 Thank you for sharing. Let's take a closer look at this together. DM us your current iOS version and we'll continue there. https://t.co/GDrqU22YpT,"customer: @115858 thank you very much for screwing up my phone with this new update. I can’t keep in app open for one minute... smh
brand: @361437 We're here to help. What happens when you try to open an app?
customer: @AppleSupport Every time I have an app open, it’ll exit out of the app within like 90 seconds
customer: @AppleSupport @361437 Join the club this s apples way of forcing us to upgrade to the new 8",5,0,app_software_issue,0.99,True,app\b
1020876,1020880,1020879,2017-10-12T13:16:00+00:00,"@AppleSupport I pre-purchased a book in iBooks that should be available now, but iBooks only shows it as bought - can‘t download. Now what?",@361579 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,"customer: @AppleSupport I pre-purchased a book in iBooks that should be available now, but iBooks only shows it as bought - can‘t download. Now what?",4,0,order_purchase,0.99,False,purchase;bought;available\b
1020876,1020878,1020877,2017-10-12T15:30:51+00:00,@AppleSupport It magically resolved itself; the book is now available.,@361579 Glad to hear it. Please reach out to us again if anything else comes up.,"customer: @AppleSupport I pre-purchased a book in iBooks that should be available now, but iBooks only shows it as bought - can‘t download. Now what?
brand: @361579 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT
customer: @AppleSupport It magically resolved itself; the book is now available.",4,0,order_purchase,0.99,True,available\b
1020948,1020950,1020949,2017-10-22T22:58:54+00:00,"@AppleSupport why is my iPhone 6+ lagging, hanging, app crashing and freezing all of a sudden? It has never done this before.",@361593 We'd be happy to look into what's going on. Which iOS version are you using?,"customer: @AppleSupport why is my iPhone 6+ lagging, hanging, app crashing and freezing all of a sudden? It has never done this before.",2,0,app_software_issue,0.99,False,app\b;crash;freez
1020999,1021002,1021000,2017-10-22T22:45:00+00:00,New iPhone update my @115858 broke the volume buttons when phone is locked. Good job with #iOS13,"@207344 Hi, can you tell us a bit more about what you're experiencing? We'll see what can be done to help.",customer: New iPhone update my @115858 broke the volume buttons when phone is locked. Good job with #iOS13,4,0,app_software_issue,0.99,True,update\b
1021535,1021537,1021536,2017-10-12T15:57:35+00:00,"in ios10, one day battery life and in #iOS11 4 hours battery life.  Woww... @AppleSupport  @115858 @35361",@211514 Thanks for reaching out. We see your DM and we'll respond to you there.,"customer: in ios10, one day battery life and in #iOS11 4 hours battery life.  Woww... @AppleSupport  @115858 @35361",2,0,device_issue,0.99,True,battery
1021693,1021696,1021694,2017-10-22T23:03:00+00:00,I hate this ios11 update @115858,@361783 We want to help. Tell us more about what's happening with iOS 11 and your device.,customer: I hate this ios11 update @115858,4,0,app_software_issue,0.99,True,update\b
1021693,1021695,1021697,2017-10-23T00:14:33+00:00,@AppleSupport My phone works super slow since I updated it yesterday &amp; it keeps glitching &amp; freezing up I have to close out apps for them to work properly,@361783 Okay. Let's look into this further. Join us in DM so we can further assist you: https://t.co/GDrqU22YpT,"customer: I hate this ios11 update @115858
brand: @361783 We want to help. Tell us more about what's happening with iOS 11 and your device.
customer: @AppleSupport My phone works super slow since I updated it yesterday &amp; it keeps glitching &amp; freezing up I have to close out apps for them to work properly",4,0,app_software_issue,0.99,False,freez;slow\b;glitch
1021697,1021700,1021698,2017-10-22T23:02:30+00:00,@AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,"@361784 That's a great question and we'll certainly take a look into this. To help us out, may we get the iOS version number?",customer: @AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,6,0,app_software_issue,0.99,True,app\b
1022348,1022350,1022349,2017-10-12T16:01:31+00:00,i still can't even type in my passcode on the lockscreen half the time @AppleSupport WHy is this happening,@361912 We're here to help! What specifically occurs when attempting to enter your passcode? Let us know via DM. https://t.co/GDrqU22YpT,"customer: ever since i updated to iOS 11 my life has never known peace
customer: i still can't even type in my passcode on the lockscreen half the time @AppleSupport WHy is this happening",3,0,device_issue,0.99,True,screen\b
1022962,1022968,1022967,2017-10-14T15:29:53+00:00,@AppleSupport Can you help?? My phone is slow because of the new IOS update,@362068 We absolutely can help look into this with you. Which iPhone do you have &amp; which version of iOS is installed?,customer: @AppleSupport Can you help?? My phone is slow because of the new IOS update,6,0,app_software_issue,0.99,False,ios\b;update\b;slow\b
1028131,1028133,1028132,2017-10-12T17:46:34+00:00,@115858 i am locked out of my ipad and its really pissed me off. I dont remember the apple id wth do i do now just leave my ipad in the draw!,@363307 We're eager to get you back to using your iPad. Let's attempt to recover your Apple ID here: https://t.co/buxNpfhIIM,customer: @115858 i am locked out of my ipad and its really pissed me off. I dont remember the apple id wth do i do now just leave my ipad in the draw!,2,0,account_access,0.99,False,apple\s*id;locked out
1028432,1028434,1028436,2017-10-14T18:22:00+00:00,"@AppleSupport No, the third screen shot attached is actually the first taken. You can try the same steps on iPhone 6.","@320539 When you turn off Bluetooth and Wi-Fi, are you doing that from Settings or the Control Center? Let us know in DM. https://t.co/GDrqU22YpT","customer: @AppleSupport New bug found. While going from “Airplane Mode” to Normal Mode, wifi and Bluetooth also get enabled. Sharing the SS and steps. https://t.co/LrAfCrQKDN
brand: @320539 This can be expected if Wi-Fi and Bluetooth are on in Settings prior to enabling Airplane Mode. Check out https://t.co/NhYbxEazNR
customer: @AppleSupport No, the third screen shot attached is actually the first taken. You can try the same steps on iPhone 6.",4,0,device_issue,0.99,True,screen\b
1028541,1028545,1028544,2017-10-14T16:51:00+00:00,@AppleSupport app store doesnt work. cant update or download apps.,@363360 We're here for you. Which device are you using the App Store on?,customer: @AppleSupport app store doesnt work. cant update or download apps.,4,0,app_software_issue,0.99,False,update\b;app\b
1033259,1033261,1033263,2017-10-15T12:28:00+00:00,"@AppleSupport Thanks.i noticed it is happening to another app as well.reinstalled and checked ,but result is the same",@364465 Have you updated to iOS 11.0.3? Please send us a DM and let us know. https://t.co/GDrqU22YpT,"customer: @AppleSupport what’s ap notification is not working.i have to open what’s ap for msg and calls.pls advise
brand: @364465 We'll be glad to help! Does this only occur with WhatsApp?
 If so, follow these steps: https://t.co/3WF5Z1DBGa
customer: @AppleSupport Thanks.i noticed it is happening to another app as well.reinstalled and checked ,but result is the same",6,0,app_software_issue,0.99,True,app\b
1034178,1034183,1034179,2017-09-18T22:59:00+00:00,"@116333 Hey, this new version of iTunes is missing stuff. Like an easy way to manage apps and ringtones. Restore the functionality please.",@364660 We might be able to help! Take a look at this article for tips on how to manage apps and ringtones: https://t.co/pxseZbMQ8z,"customer: @116333 Hey, this new version of iTunes is missing stuff. Like an easy way to manage apps and ringtones. Restore the functionality please.",5,0,app_software_issue,0.99,True,itunes
1035994,1035996,1035998,2017-10-23T02:22:30+00:00,"@AppleSupport Oh, my iPhone’s fine, I’ve kept that at 10.something - it’s my 11.0.3 iPad Pro that’s losing charge whilst plugged in and playing video.",@173312 We certainly want to help you charge your iPad! This article has steps that can help you out: https://t.co/uqxquyfdn0,"customer: #ios11 is the worst @115858 OS update since when Snow Leopard started deleting system users
customer: @115858 If you’ve got an iPad Pro and like using multiple apps and an Apple Pencil, don’t even touch the fucker with a barge pole
customer: @173312 @115858 It's draining my wife's battery like a crazy bastard: she chewed through 40% of battery life in a few hours
customer: @365052 @115858 I can't believe they released this build into the wild. They're actually advising me to turn off Bluetooth. Wow
customer: @173312 @115858 I fee like when they release an iOS update along with a fancy new line of phone it always causes hell to the older ones
customer: @365052 @115858 I'm not infecting my iPhone until the next update's been out a while
customer: @365052 @115858 For the past half hour it’s been plugged in to a charger and playing a YouTube video. Battery’s got 7% less charge in it now. This is a joke
brand: @173312 We'd be happy to look into what's going on. Which iPhone and iOS version are you using?
customer: @AppleSupport Oh, my iPhone’s fine, I’ve kept that at 10.something - it’s my 11.0.3 iPad Pro that’s losing charge whilst plugged in and playing video.",10,0,billing_payment,0.99,True,charg(?:e|ed|ing)
1037060,1037065,1037061,2017-10-23T02:08:25+00:00,@AppleSupport why is my podcast app taking up over 80 mb when i dont have any unplayed podcasts? plese help i need storage,@365331 We can look into storage issues with you. Which country are you located in? Please reply in DM. https://t.co/GDrqU22YpT,customer: @AppleSupport why is my podcast app taking up over 80 mb when i dont have any unplayed podcasts? plese help i need storage,5,0,app_software_issue,0.99,True,app\b
1037654,1037659,1037655,2017-10-23T02:26:53+00:00,"@AppleSupport my camera roll folder shows zero pics all of a sudden, how do I retrieve them back ?? Kindly reply asap",@365471 We know how important your photos can be to you. We're here to help. Which iOS version is your device currently running?,"customer: @AppleSupport my camera roll folder shows zero pics all of a sudden, how do I retrieve them back ?? Kindly reply asap",9,0,general_information,0.99,True,how do i\b
1038169,1038172,1038170,2017-10-23T02:30:00+00:00,@AppleSupport I have a question,@365601 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,customer: @AppleSupport I have a question,3,0,general_information,0.99,True,question\b
1039189,1039191,1039190,2017-10-23T03:02:00+00:00,"@AppleSupport Received an email saying my AppleID was locked. Seems fine. Looks like a scam? I changed my password, didn’t click on the link",@365860 You've come to the right place. Let's take a look together in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport Received an email saying my AppleID was locked. Seems fine. Looks like a scam? I changed my password, didn’t click on the link",2,0,account_access,0.99,False,apple\s*id;password
1039370,1039373,1039371,2017-10-12T21:24:27+00:00,"Getting no service bug on iPhone 6 after ios 11 update. Reset factory settings, confirmed SIN to work in other phones. @115858 @AppleSupport",@365895 Hi. We'd like to help. Have you checked out the steps here: https://t.co/5KootZbxj1 Let us know if this helps.,"customer: Getting no service bug on iPhone 6 after ios 11 update. Reset factory settings, confirmed SIN to work in other phones. @115858 @AppleSupport",4,0,app_software_issue,0.99,False,ios\b;update\b;bug\b
1039383,1039385,1039384,2017-10-12T21:20:01+00:00,Omg this ios update @AppleSupport @115858 when will you fix it,"@365896 Hey, we want to know what's going on so that we can help. DM us more details and we'll work together. https://t.co/GDrqU22YpT",customer: Omg this ios update @AppleSupport @115858 when will you fix it,2,0,app_software_issue,0.99,False,ios\b;update\b
1040054,1040056,1040055,2017-11-03T13:44:00+00:00,"This bar gets almost full, then shuts off. How do I correct this? @AppleSupport #mac #AppleSupport #MacBookPro https://t.co/FXP1gOh1lr",@366060 We'd love to team up with you to get this resolved. Which version of macOS are you using? Let us know in DM. https://t.co/GDrqU22YpT,"customer: This bar gets almost full, then shuts off. How do I correct this? @AppleSupport #mac #AppleSupport #MacBookPro https://t.co/FXP1gOh1lr",2,0,general_information,0.99,True,how do i\b
1041285,1041289,1041286,2017-10-28T12:57:30+00:00,@AppleSupport this new update has messed up so many things on my phone.. can y’all get it together over there please 🙄,@366275 We'd like to help with any issues you're experiencing. What is your exact iOS version? Find it at Settings &gt; General &gt; About.,customer: @AppleSupport this new update has messed up so many things on my phone.. can y’all get it together over there please 🙄,5,0,app_software_issue,0.99,True,update\b
1047980,1047983,1047981,2017-10-14T19:57:31+00:00,"@AppleSupport @115858 why is 📱iOS 11 so horrible?!? Slow, buggy, overheats my iPhone 7. Already at 11.03 and it keeps sucking!! 😫😡",@367699 We'll be happy to assist getting to the bottom of this. Are you seeing this system-wide or in specific apps?,"customer: @AppleSupport @115858 why is 📱iOS 11 so horrible?!? Slow, buggy, overheats my iPhone 7. Already at 11.03 and it keeps sucking!! 😫😡",4,0,app_software_issue,0.99,False,ios\b;slow\b
1047980,1047982,1047984,2017-10-16T13:19:28+00:00,@AppleSupport System-wide. It also freezes half the time when I press the button to wake it. I wish I could roll back to iOS 10,"@367699 Thanks for that information. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT","customer: @AppleSupport @115858 why is 📱iOS 11 so horrible?!? Slow, buggy, overheats my iPhone 7. Already at 11.03 and it keeps sucking!! 😫😡
brand: @367699 We'll be happy to assist getting to the bottom of this. Are you seeing this system-wide or in specific apps?
customer: @AppleSupport System-wide. It also freezes half the time when I press the button to wake it. I wish I could roll back to iOS 10",4,0,app_software_issue,0.99,False,ios\b;freez
1049411,1049413,1049412,2017-10-13T01:05:00+00:00,@115858 aye bruh my phone done froze like 5 times under the IOS update was up with that y'all straight?,@368026 We're here to help. Is this happening with a specific app? Do you have iOS 11.0.3? When did you install the update?,customer: @115858 aye bruh my phone done froze like 5 times under the IOS update was up with that y'all straight?,2,0,app_software_issue,0.99,False,ios\b;update\b
1053444,1053446,1053445,2017-10-13T03:00:00+00:00,"@AppleSupport when are you going to fix the power problem, touch delay, Bluetooth coming on when wifi turned on 11.3-Android is calling me",@368917 We'd love to help! Send us a DM so we can look into it together: https://t.co/GDrqU22YpT,"customer: @AppleSupport when are you going to fix the power problem, touch delay, Bluetooth coming on when wifi turned on 11.3-Android is calling me",2,0,connectivity_issue,0.99,False,wi[ -]?fi;bluetooth
1053625,1053628,1053626,2017-10-23T14:58:30+00:00,@AppleSupport But is it the same amount as what you would get when you first update?,@203476 It sure is. You can learn more about Control Center here: https://t.co/vodH4madjc,"customer: @AppleSupport are these the default number of Kogel was in control centre? https://t.co/4vjJxp8t7A
brand: @203476 In iOS 11, these are the default controls that should show in Control Center.
customer: @AppleSupport But is it the same amount as what you would get when you first update?",5,0,app_software_issue,0.99,True,update\b
1053718,1053721,1053719,2017-10-23T14:45:01+00:00,@AppleSupport My Imac keeps crashing at random with the new high sierra. it totaly freezes mouse and keepboard stops working etc etc.. help?,@368979 We'll help in any way we can. Start by doing a Safe Boot of the Mac as outlined here. https://t.co/PQ4LSYhUTY,customer: @AppleSupport My Imac keeps crashing at random with the new high sierra. it totaly freezes mouse and keepboard stops working etc etc.. help?,14,0,app_software_issue,0.99,False,crash;freez
1053718,1053725,1053726,2017-10-23T17:18:00+00:00,@AppleSupport the macos error i see alot,"@368979 If the issue persists after a safe boot, set up a test user account in order to isolate the issue. https://t.co/yoThHdqdHe","customer: @AppleSupport My Imac keeps crashing at random with the new high sierra. it totaly freezes mouse and keepboard stops working etc etc.. help?
brand: @368979 We'll help in any way we can. Start by doing a Safe Boot of the Mac as outlined here. https://t.co/PQ4LSYhUTY
customer: @AppleSupport already done that, a phew hours later it crashed while browsing facebook (but i think its totaly random)
customer: @AppleSupport i did see some stuff in the logs, not sure if its related https://t.co/PxzV8PMZ09
customer: @AppleSupport  https://t.co/FhgAgvcITk
customer: @AppleSupport  https://t.co/tUFmvMQOeW
customer: @AppleSupport the macos error i see alot",14,0,app_software_issue,0.99,False,macos\b;error\b
