conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
1400686,1400689,1400687,2017-10-28T17:04:00+00:00,@AppleSupport dude WHAT is the problem I’m on WiFi I have good battery I have enough space I’ve tried this 3 times in 2 days https://t.co/xx61qiYkR6,@234042 We've got your back. Let us know in DM if the steps don't help: https://t.co/Ui1yTnOCUz https://t.co/GDrqU22YpT,customer: @AppleSupport dude WHAT is the problem I’m on WiFi I have good battery I have enough space I’ve tried this 3 times in 2 days https://t.co/xx61qiYkR6,5,0
1400686,1400688,1400690,2017-10-28T23:28:50+00:00,@AppleSupport I am literally just trying to update my phone I don’t know what this means https://t.co/jCA5MLqLBz,@234042 How much space do you have available on your iPhone? Please reply in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport dude WHAT is the problem I’m on WiFi I have good battery I have enough space I’ve tried this 3 times in 2 days https://t.co/xx61qiYkR6
brand: @234042 We've got your back. Let us know in DM if the steps don't help: https://t.co/Ui1yTnOCUz https://t.co/GDrqU22YpT
customer: @AppleSupport I am literally just trying to update my phone I don’t know what this means https://t.co/jCA5MLqLBz
customer: @AppleSupport I’m updating my iTunes to see if that works",5,0
1407361,1407363,1407362,2017-11-01T22:17:00+00:00,@115858  what’s going on with our keyboards? I’ve restarted and updated to the latest iOS! You have me looking crazy in emails! https://t.co/fE1Nl4HQgn,@345158 Let's see if we can help. Send us a DM with which iOS version you're currently running. We'll start there. https://t.co/GDrqU22YpT,customer: @115858  what’s going on with our keyboards? I’ve restarted and updated to the latest iOS! You have me looking crazy in emails! https://t.co/fE1Nl4HQgn,2,0
1412703,1412705,1412704,2017-10-16T17:28:00+00:00,I knew today was gonna be shitty when I couldn’t access Apple Music. @115858 @AppleSupport @115948 @118721,@448293 Let's look into this Apple Music issue for you. Send us a DM ot get started. https://t.co/GDrqU22YpT,customer: I knew today was gonna be shitty when I couldn’t access Apple Music. @115858 @AppleSupport @115948 @118721,2,0
1413206,1413208,1413207,2017-11-02T01:40:55+00:00,@AppleSupport What happened to iTunes U for desktop?,@138175 We're here to help. This page can provide some guidance: https://t.co/BKsvDsO8f8,customer: @AppleSupport What happened to iTunes U for desktop?,2,0
1416880,1416882,1416881,2017-11-02T03:21:26+00:00,@AppleSupport I️ DMd you and got no reply for how to fix my keyboard. I️ have the latest 11.1,@449303 We've received your DM and look forward to working with you there.,customer: @AppleSupport I️ DMd you and got no reply for how to fix my keyboard. I️ have the latest 11.1,2,0
1416997,1416999,1416998,2017-10-16T17:36:29+00:00,"@AppleSupport 
We need siri to close apps , we need calculator in widget iPhone 7, we need Apple Music in Facebook messenger &amp; thank you 🙏",@449332 We welcome suggestions. The following link is a great place to start submitting that feedback: https://t.co/eTPVYVFyd8,"customer: @AppleSupport 
We need siri to close apps , we need calculator in widget iPhone 7, we need Apple Music in Facebook messenger &amp; thank you 🙏",2,0
1417370,1417372,1417371,2017-11-02T03:36:25+00:00,Hello yes @115858 I jus wanna know why I can't do anything on my phone now YA GIRL WAS JUST ABOUT TO UPDATE WHATS GOING ON,@449438 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,customer: Hello yes @115858 I jus wanna know why I can't do anything on my phone now YA GIRL WAS JUST ABOUT TO UPDATE WHATS GOING ON,2,0
1425142,1425144,1425143,2017-10-16T18:07:29+00:00,"@115858 @AppleSupport @115948 I get an iPhone where I need this so it can work and this happens, now what? https://t.co/5WPFAIo6Bu",@451100 Let's take a look at this. DM us your device details and we can take a look. https://t.co/GDrqU22YpT,"customer: @115858 @AppleSupport @115948 I get an iPhone where I need this so it can work and this happens, now what? https://t.co/5WPFAIo6Bu",2,0
1432423,1432427,1432424,2017-11-02T13:25:00+00:00,I’m done with #icloudphoto after updating to #iOS111 my photos from 21000 to 6500 and my iphone showing uploading 😡 @AppleSupport,@174256 We know how important photos can be and want to help. Do you see any of your photos currently?,customer: I’m done with #icloudphoto after updating to #iOS111 my photos from 21000 to 6500 and my iphone showing uploading 😡 @AppleSupport,7,0
1432423,1432425,1432428,2017-11-02T15:45:33+00:00,"@AppleSupport iPhone shows 6.5k, I dont know why it happened, any ways turning it off saved my library I guess",@174256 Were the photos that are missing from your iPhone originally taken with the iPhone or shared from other devices?,"customer: I’m done with #icloudphoto after updating to #iOS111 my photos from 21000 to 6500 and my iphone showing uploading 😡 @AppleSupport
brand: @174256 We know how important photos can be and want to help. Do you see any of your photos currently?
customer: @AppleSupport I immediately turned off my icoud photo library from my iphone and check on my iPad and Macs, all pics are there around 21k, but iphone 1/2
customer: @AppleSupport iPhone shows 6.5k, I dont know why it happened, any ways turning it off saved my library I guess",7,0
1432423,1432429,1432430,2017-11-02T17:28:31+00:00,"@AppleSupport Its mix, no photos deleted i saved by turning off icloud photo library, but i wonder how all that started, what if i couldn’t checked 😪","@174256  OK! For more help with Photos, you can use this link to contact our Photos team: https://t.co/IBIY3vMgPj","customer: I’m done with #icloudphoto after updating to #iOS111 my photos from 21000 to 6500 and my iphone showing uploading 😡 @AppleSupport
brand: @174256 We know how important photos can be and want to help. Do you see any of your photos currently?
customer: @AppleSupport I immediately turned off my icoud photo library from my iphone and check on my iPad and Macs, all pics are there around 21k, but iphone 1/2
customer: @AppleSupport iPhone shows 6.5k, I dont know why it happened, any ways turning it off saved my library I guess
brand: @174256 Were the photos that are missing from your iPhone originally taken with the iPhone or shared from other devices?
customer: @AppleSupport Its mix, no photos deleted i saved by turning off icloud photo library, but i wonder how all that started, what if i couldn’t checked 😪",7,0
1433653,1433655,1433654,2017-11-02T13:44:32+00:00,@115858 the 3-4 second lag when skipping songs in music app is annoying. Please fix this bug!,@284711 We'd love to help! Have you updated to iOS 11.1? Have you restarted your iPhone since this started?,customer: @115858 the 3-4 second lag when skipping songs in music app is annoying. Please fix this bug!,2,0
1436695,1436697,1436696,2017-11-02T14:26:02+00:00,"@AppleSupport hi, my apple iPad Pro keyboard no longer works since iOS 11 update. Not supported error. Is there anything I can do to revive?",@283466 We are here to help. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,"customer: @AppleSupport hi, my apple iPad Pro keyboard no longer works since iOS 11 update. Not supported error. Is there anything I can do to revive?",2,0
1443235,1443239,1443236,2017-11-26T01:20:00+00:00,@115858 I can’t even post pics here what is this @AppleSupport,"@454868 Thank you for reaching out to us! We'll do all we can to help. Which apps are you using to try to send photos? Also, which version of iOS are you updated to under Settings &gt; General &gt; About?","customer: why can’t i send pics to anyone what is going on @115858
customer: @115858 I can’t even post pics here what is this @AppleSupport",7,0
1443235,1443237,1443240,2017-11-26T01:44:00+00:00,@AppleSupport now the Home button won't work,"@454868 Thank you for those details. When you try to post a photo, do you get an error message? Are there any app updates available? Please send us a DM to let us know, and we'll continue there. https://t.co/GDrqU22YpT","customer: why can’t i send pics to anyone what is going on @115858
customer: @115858 I can’t even post pics here what is this @AppleSupport
brand: @454868 Thank you for reaching out to us! We'll do all we can to help. Which apps are you using to try to send photos? Also, which version of iOS are you updated to under Settings &gt; General &gt; About?
customer: @AppleSupport Twitter, Whatsapp, Telegram etc. The version is 11.1.2
customer: @AppleSupport now the Home button won't work",7,0
1445567,1445570,1445568,2017-11-02T15:49:41+00:00,@115858 plzzz fix the Airdrop on iOS 11!!,@455445 We'd love to help you with your iPhone. What's happening when you try to AirDrop something?,customer: @115858 plzzz fix the Airdrop on iOS 11!!,4,0
1445567,1445569,1445571,2017-11-03T20:19:00+00:00,@AppleSupport Well it’s really slow and sometimes it shows sent on my iPhone but does not show the data on my iPad..esp.Photos!,"@455445 We’d like to love to help further. To start, please send us a DM confirming the exact iOS version your devices are using. https://t.co/GDrqU22YpT","customer: @115858 plzzz fix the Airdrop on iOS 11!!
brand: @455445 We'd love to help you with your iPhone. What's happening when you try to AirDrop something?
customer: @AppleSupport Well it’s really slow and sometimes it shows sent on my iPhone but does not show the data on my iPad..esp.Photos!",4,0
1445612,1445615,1445613,2017-10-16T19:28:28+00:00,@AppleSupport looks like the email unsubscribe feature in ios11 isn’t working. Still keep getting emails,@455462 We'd like to help however we can. Which version of iOS 11 are you running? Here's how to check: https://t.co/ZTw54HL4Rm,customer: @AppleSupport looks like the email unsubscribe feature in ios11 isn’t working. Still keep getting emails,6,0
1445612,1445614,1445616,2017-10-16T19:32:36+00:00,@AppleSupport 11.0.3 on ip7,"@455462 Got it. Does this issue happen with every email you try to unsubscribe from, or only ones from a certain sender?","customer: @AppleSupport looks like the email unsubscribe feature in ios11 isn’t working. Still keep getting emails
brand: @455462 We'd like to help however we can. Which version of iOS 11 are you running? Here's how to check: https://t.co/ZTw54HL4Rm
customer: @AppleSupport 11.0.3 on ip7",6,0
1445612,1445617,1445618,2017-10-16T19:42:32+00:00,"@AppleSupport The popular ones like Gap, BR etc",@455462 Do you get any errors when trying to unsubscribe? Let us know the details via DM. We can continue there. https://t.co/GDrqU22YpT,"customer: @AppleSupport looks like the email unsubscribe feature in ios11 isn’t working. Still keep getting emails
brand: @455462 We'd like to help however we can. Which version of iOS 11 are you running? Here's how to check: https://t.co/ZTw54HL4Rm
customer: @AppleSupport 11.0.3 on ip7
brand: @455462 Got it. Does this issue happen with every email you try to unsubscribe from, or only ones from a certain sender?
customer: @AppleSupport The popular ones like Gap, BR etc",6,0
1445620,1445622,1445621,2017-10-16T19:28:00+00:00,What’s Good @AppleSupport. This IOS 11 got my phone all kinds of messed up and i’ve had my 7plus for less than 2 months. Smh,@455464 That's not the experience we want you to have. Send us a DM and let us know what's going on. https://t.co/GDrqU22YpT,customer: What’s Good @AppleSupport. This IOS 11 got my phone all kinds of messed up and i’ve had my 7plus for less than 2 months. Smh,2,0
1446482,1446485,1446483,2017-11-02T16:04:00+00:00,@115858 Why don’t you first test iOS 11 for a year ? Grrr #blackscreen #screenfreezing #StupidUpdate https://t.co/v9ELjEpHN0,@455651 We’d like to help with your screen. Does this happen in every app that you use?,customer: @115858 Why don’t you first test iOS 11 for a year ? Grrr #blackscreen #screenfreezing #StupidUpdate https://t.co/v9ELjEpHN0,7,0
1446482,1446484,1446486,2017-11-02T20:28:53+00:00,@AppleSupport Most of them,"@455651 Which version of iOS are you using, and have you tried any steps like restarting to address this concern yet?","customer: @115858 Why don’t you first test iOS 11 for a year ? Grrr #blackscreen #screenfreezing #StupidUpdate https://t.co/v9ELjEpHN0
brand: @455651 We’d like to help with your screen. Does this happen in every app that you use?
customer: @AppleSupport Most of them",7,0
1446482,1446487,1446488,2017-11-03T14:03:28+00:00,"@AppleSupport iOS 11.1
Tried all, even got it restored from Apple store. Still not resolved",@455651 Thanks! Let's try to have you adjust the brightness and see if that helps. DM us the results: https://t.co/6kLYOEY7Fr https://t.co/GDrqU2kzhr,"customer: @115858 Why don’t you first test iOS 11 for a year ? Grrr #blackscreen #screenfreezing #StupidUpdate https://t.co/v9ELjEpHN0
brand: @455651 We’d like to help with your screen. Does this happen in every app that you use?
customer: @AppleSupport Most of them
brand: @455651 Which version of iOS are you using, and have you tried any steps like restarting to address this concern yet?
customer: @AppleSupport iOS 11.1
Tried all, even got it restored from Apple store. Still not resolved",7,0
1448074,1448076,1448075,2017-11-02T16:41:53+00:00,Why do we have these whacky symbols &amp; ❓❔❓ with the iPhone update @115858,@456035 We'd like to see what we can do to assist. DM us and we'll continue there. https://t.co/GDrqU22YpT,customer: Why do we have these whacky symbols &amp; ❓❔❓ with the iPhone update @115858,2,0
1466136,1449228,1449229,2017-11-02T16:45:00+00:00,"Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web",@456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT,"customer: Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web
customer: @456289 @AppleSupport @123765 Same here. Annoying.",10,0
1466136,1449226,1449224,2017-11-02T16:48:32+00:00,@456289 @AppleSupport @123765 Same here. Annoying.,@456288 We are glad to help. Take a look at this article: https://t.co/fUZ0NRJxcn Let us know if this helps.,"customer: Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web
customer: @456289 @AppleSupport @123765 Same here. Annoying.
brand: @456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT",10,0
1466136,1449225,1449227,2017-11-02T18:36:37+00:00,@AppleSupport Alteady done all those things. Nothing helped,@456288 Is it just the Twitter app having this issue? Let us know in Direct Message. https://t.co/GDrqU22YpT,"customer: Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web
customer: @456289 @AppleSupport @123765 Same here. Annoying.
brand: @456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT
brand: @456288 We are glad to help. Take a look at this article: https://t.co/fUZ0NRJxcn Let us know if this helps.
customer: @AppleSupport Alteady done all those things. Nothing helped
customer: @AppleSupport This is the second time I’ve deleted and reinstalled. It seems to be refreshing the timeline for now.",10,0
1466136,1466139,1466137,2017-11-02T19:20:35+00:00,@AppleSupport This is the second time I’ve deleted and reinstalled. It seems to be refreshing the timeline for now.,"@456289 To verify, have you checked to make sure the app is updated from the App Store?","customer: Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web
customer: @456289 @AppleSupport @123765 Same here. Annoying.
brand: @456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT
brand: @456288 We are glad to help. Take a look at this article: https://t.co/fUZ0NRJxcn Let us know if this helps.
customer: @AppleSupport Alteady done all those things. Nothing helped
customer: @AppleSupport This is the second time I’ve deleted and reinstalled. It seems to be refreshing the timeline for now.
brand: @456288 Is it just the Twitter app having this issue? Let us know in Direct Message. https://t.co/GDrqU22YpT",10,0
1466136,1466138,1466140,2017-11-02T23:03:29+00:00,@AppleSupport It is the updated. It seems to be working now with the last delete and reinstall. Thanks!,@456289 We're glad to hear that! Feel free to reach out to us again in the future. https://t.co/GDrqU22YpT,"customer: Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web
customer: @456289 @AppleSupport @123765 Same here. Annoying.
brand: @456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT
brand: @456288 We are glad to help. Take a look at this article: https://t.co/fUZ0NRJxcn Let us know if this helps.
customer: @AppleSupport Alteady done all those things. Nothing helped
customer: @AppleSupport This is the second time I’ve deleted and reinstalled. It seems to be refreshing the timeline for now.
brand: @456288 Is it just the Twitter app having this issue? Let us know in Direct Message. https://t.co/GDrqU22YpT
brand: @456289 To verify, have you checked to make sure the app is updated from the App Store?
customer: @AppleSupport It is the updated. It seems to be working now with the last delete and reinstall. Thanks!",10,0
1450136,1450144,1450143,2017-11-02T15:20:01+00:00,@AppleSupport High Sierra update has stopped my iMac from recognising my usb keyboard - I can't type my password in to allow access - grrrr,@456502 We'd like to look into this with you. Have you restarted the iMac?,customer: @AppleSupport High Sierra update has stopped my iMac from recognising my usb keyboard - I can't type my password in to allow access - grrrr,8,0
1450136,1450139,1450137,2017-11-02T17:03:00+00:00,"@AppleSupport Yes, a couple of times - it won't recognise my wireless keyboard either, that refuses to keep its green light on - totally locked out!","@456502 Have you tried any other steps? If not, let's start with if the issue remains while in macOS Recovery: https://t.co/dwZ2UVMxdg","customer: @AppleSupport High Sierra update has stopped my iMac from recognising my usb keyboard - I can't type my password in to allow access - grrrr
brand: @456502 We'd like to look into this with you. Have you restarted the iMac?
customer: @AppleSupport Yes, a couple of times - it won't recognise my wireless keyboard either, that refuses to keep its green light on - totally locked out!",8,0
1450136,1450138,1450140,2017-11-02T22:01:00+00:00,"@AppleSupport Thank you for this, much appreciated, but I contacted apple support chat and, although it took much of the afternoon, we solved it!","@456502 We're glad to hear that this was resolved for you. Let us know if you have any other questions we can help with, we'll be here.","customer: @AppleSupport High Sierra update has stopped my iMac from recognising my usb keyboard - I can't type my password in to allow access - grrrr
brand: @456502 We'd like to look into this with you. Have you restarted the iMac?
customer: @AppleSupport Yes, a couple of times - it won't recognise my wireless keyboard either, that refuses to keep its green light on - totally locked out!
brand: @456502 Have you tried any other steps? If not, let's start with if the issue remains while in macOS Recovery: https://t.co/dwZ2UVMxdg
customer: @AppleSupport Thank you for this, much appreciated, but I contacted apple support chat and, although it took much of the afternoon, we solved it!",8,0
1453876,1453878,1453877,2017-11-02T14:50:06+00:00,@AppleSupport What is this shit https://t.co/6Pmrf43lWM,@326300 We want to help. Please DM us which iOS version you're on. We'll look into this with you there. https://t.co/GDrqU22YpT,"customer: @AppleSupport what is this shit every time I️ tweet/type “I️” https://t.co/TuA9KxsAIw
customer: @AppleSupport What is this shit https://t.co/6Pmrf43lWM",3,0
1466864,1453885,1453884,2017-11-02T14:46:00+00:00,@AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.,@457407 Hey there. Regarding this issue we recommend reaching out directly to our GarageBand support team: https://t.co/Y5LblM9mn1,customer: @AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.,8,0
1466864,1453886,1466865,2017-11-02T19:43:00+00:00,"@457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?","@460467 We're happy to help. To clarify, are you also referring to GarageBand or did this happen in a different Music app?","customer: @AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.
brand: @457407 Hey there. Regarding this issue we recommend reaching out directly to our GarageBand support team: https://t.co/Y5LblM9mn1
customer: @457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?",8,0
1466864,1466866,1466867,2017-11-02T22:12:00+00:00,@AppleSupport GarageBand,"@460467 Thanks for letting us know. For help with GarageBand reach us here: https://t.co/IBIY3vMgPj select ""Apps &amp; Software.""","customer: @AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.
brand: @457407 Hey there. Regarding this issue we recommend reaching out directly to our GarageBand support team: https://t.co/Y5LblM9mn1
customer: @457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?
brand: @460467 We're happy to help. To clarify, are you also referring to GarageBand or did this happen in a different Music app?
customer: @AppleSupport GarageBand",8,0
1466864,1466868,1466869,2017-11-03T00:11:17+00:00,@AppleSupport Great news on this. I talked to support and after doing a hard reset 25% of the songs came back. Then later after updating to 11.1 100% back,"@460467 We're glad to hear everything's back! If you have any other issues, let us know.","customer: @AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.
brand: @457407 Hey there. Regarding this issue we recommend reaching out directly to our GarageBand support team: https://t.co/Y5LblM9mn1
customer: @457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?
brand: @460467 We're happy to help. To clarify, are you also referring to GarageBand or did this happen in a different Music app?
customer: @AppleSupport GarageBand
brand: @460467 Thanks for letting us know. For help with GarageBand reach us here: https://t.co/IBIY3vMgPj select ""Apps &amp; Software.""
customer: @AppleSupport Great news on this. I talked to support and after doing a hard reset 25% of the songs came back. Then later after updating to 11.1 100% back",8,0
1454545,1454547,1454546,2017-11-02T15:08:27+00:00,@AppleSupport also from __email__,@457596 Check out this link for tips on how to identify and report phishing emails: https://t.co/LNMCdqt6fD https://t.co/GDrqU22YpT,"customer: @AppleSupport __email__ fake Apple's mail account? I just got an email from it,titled Your receipt from Apple
customer: @AppleSupport also from __email__",3,0
1455322,1455324,1455323,2017-11-02T15:26:28+00:00,Left house 45 min ago. Battery was at 100% – barely used and now it’s 30%. @AppleSupport when are you going to fix this iOS issue on 6s??,"@457782 Battery-life is essential, and we'd be more than happy to help. Please send us a DM with your current iOS version.",customer: Left house 45 min ago. Battery was at 100% – barely used and now it’s 30%. @AppleSupport when are you going to fix this iOS issue on 6s??,2,0
1458057,1458061,1458058,2017-11-02T20:44:27+00:00,there’s an I️ in the emoji keyboard. Hope it helps @115858 https://t.co/UgOxrUtkz3,@458412 Are you running iOS 11.1? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT,customer: there’s an I️ in the emoji keyboard. Hope it helps @115858 https://t.co/UgOxrUtkz3,6,0
1458721,1458724,1458726,2017-11-03T22:26:51+00:00,What’s with the letter “I️” turning into an A and question mark? @AppleSupport,@458584 We'd like to look into your issue. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT,"customer: What’s with the letter “I️” turning into an A and question mark? @AppleSupport
customer: @458584 @AppleSupport #sendhelp it’s been driving me crazy 😭",4,0
1458721,1458723,1458722,2017-11-03T23:56:30+00:00,@458584 @AppleSupport #sendhelp it’s been driving me crazy 😭,"@458583 Hey, we can offer you some guidance. DM us the iOS version and we'll continue there. https://t.co/GDrqU22YpT","customer: What’s with the letter “I️” turning into an A and question mark? @AppleSupport
customer: @458584 @AppleSupport #sendhelp it’s been driving me crazy 😭
brand: @458584 We'd like to look into your issue. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT",4,0
1458730,1458732,1458731,2017-11-03T23:56:00+00:00,@AppleSupport my iPhone 5c isn't giving me the option to update to IOS 11. Any idea why?,@458586 You can find the requirements for iOS 11 at the bottom here: https://t.co/LVMJqqcDhs  iPhone 5c cannot update to iOS 11.,customer: @AppleSupport my iPhone 5c isn't giving me the option to update to IOS 11. Any idea why?,2,0
1458966,1458969,1458967,2017-11-02T20:59:28+00:00,@115858 the calculator bug still exist in iOS 11.1,@458636 We are here to help. Can you give us some more details of your issue?,customer: @115858 the calculator bug still exist in iOS 11.1,7,0
1458966,1458968,1458970,2017-11-03T15:47:36+00:00,@AppleSupport  https://t.co/Ohx0zfRJ2q,"@458636 Thank you for the video. From what we can see, you're pressing 1 + 23. What are the buttons you're attempting to tap? DM us please. https://t.co/GDrqU22YpT","customer: @115858 the calculator bug still exist in iOS 11.1
brand: @458636 We are here to help. Can you give us some more details of your issue?
customer: @AppleSupport  https://t.co/Ohx0zfRJ2q",7,0
1458966,1458972,1458973,2017-11-03T22:40:35+00:00,@AppleSupport No i press 1+2+3=23 ???,"@458636 Please shoot us a DM after trying that again, but slowing down. After pressing the 2, be sure the plus button is orange &amp; not white. https://t.co/GDrqU22YpT","customer: @115858 the calculator bug still exist in iOS 11.1
brand: @458636 We are here to help. Can you give us some more details of your issue?
customer: @AppleSupport  https://t.co/Ohx0zfRJ2q
brand: @458636 Thank you for the video. From what we can see, you're pressing 1 + 23. What are the buttons you're attempting to tap? DM us please. https://t.co/GDrqU22YpT
customer: @AppleSupport No i press 1+2+3=23 ???
customer: @AppleSupport Try it!",7,0
1467800,1467802,1467801,2017-11-02T23:50:26+00:00,.@115858 please explain why the fuck the letter “I️” would autocorrect to this https://t.co/0EhhZHptSQ,@460697 Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,customer: .@115858 please explain why the fuck the letter “I️” would autocorrect to this https://t.co/0EhhZHptSQ,2,0
1470007,1470009,1470008,2017-11-03T00:43:30+00:00,@AppleSupport Any release date for Latin America and the Caribbean to buy iPhone X Unlocked? Or for Pre order https://t.co/uqngltBbEf,@150950 Thanks for reaching out. We're excited as well. Keep up to date with the latest news and information here: https://t.co/rhVz6E6eNM,customer: @AppleSupport Any release date for Latin America and the Caribbean to buy iPhone X Unlocked? Or for Pre order https://t.co/uqngltBbEf,2,0
1472763,1472765,1472764,2017-11-03T01:25:00+00:00,Urghhh. What da fuck @115858 https://t.co/REfj7E8s8P,@461850 Let's help take a closer look. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,customer: Urghhh. What da fuck @115858 https://t.co/REfj7E8s8P,2,0
1472771,1472774,1472772,2017-11-03T01:23:32+00:00,Gutted my #iphone6Plus has died completely after update @115858 I can't even get life linking it to #Mac - can you help? please!,@461853 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,customer: Gutted my #iphone6Plus has died completely after update @115858 I can't even get life linking it to #Mac - can you help? please!,3,0
1472814,1472816,1472815,2017-11-03T01:16:00+00:00,@AppleSupport every time I️ type “i” it changes it to this... I️,@461866 We'd like to help you with this. Meet us in DM and provide your device and iOS version to continue. https://t.co/GDrqU22YpT,customer: @AppleSupport every time I️ type “i” it changes it to this... I️,2,0
1473767,1473769,1473768,2017-11-03T01:58:26+00:00,@462120 @462121 @115858 I️ can’t even send an email right now https://t.co/QkbA29a3gb,@219405 Let us help you out. Send us a DM and tell us which device you're using. https://t.co/GDrqU22YpT,"customer: Dear @115858, FIX THIS I️ SHIT
customer: @462121 @219405 @115858 I️I️
customer: @462120 @462121 @115858 I️ can’t even send an email right now https://t.co/QkbA29a3gb",4,0
1492636,1492638,1492637,2017-11-12T15:04:00+00:00,"Ok, so I️ read that Apple suggested to change “I️” in your shortcut settings so it didn’t show up as the question mark bs, so I️ did that, but it didn’t even work... like ok cool. Thanks @115858 for that lie.",@466626 We're here to help. We released an update to address this issue. Back up your iPhone and update following these steps: https://t.co/80YRnjDFDk,"customer: Ok, so I️ read that Apple suggested to change “I️” in your shortcut settings so it didn’t show up as the question mark bs, so I️ did that, but it didn’t even work... like ok cool. Thanks @115858 for that lie.",2,0
1497876,1497878,1497877,2017-10-16T22:46:00+00:00,@115858 iPhone needs location notifications. Like notifications that pop up when you arrive to a destination,@467774 Location Services has a few different properties. You can find out more here: https://t.co/XDlado2roQ,customer: @115858 iPhone needs location notifications. Like notifications that pop up when you arrive to a destination,2,0
1497931,1497935,1497932,2017-11-03T12:56:26+00:00,"@applesupport 11.1 battery Prior to the update, Youtube could run 9+ hours from full battery and I'd still have 30-40% remaining.",@467789 We'd be happy to look into this issue with you. Have you tried any troubleshooting yet? https://t.co/GDrqU22YpT,"customer: @applesupport 11.1 battery Prior to the update, Youtube could run 9+ hours from full battery and I'd still have 30-40% remaining.",5,0
1497931,1497933,1497936,2017-11-07T19:43:27+00:00,@AppleSupport I don’t know what Troubleshooting methods to pursue.,@467789 Let's look at it together. Is your iPhone showing the message identified in this article: https://t.co/KyywFa9iZ3,"customer: @applesupport 11.1 battery Prior to the update, Youtube could run 9+ hours from full battery and I'd still have 30-40% remaining.
brand: @467789 We'd be happy to look into this issue with you. Have you tried any troubleshooting yet? https://t.co/GDrqU22YpT
customer: @AppleSupport It has gotten worse this week.  I arrived at work with 100% charge and less than 3 hours it is down this low. https://t.co/orC2EbYzAv
customer: @AppleSupport I don’t know what Troubleshooting methods to pursue.",5,0
1501969,1501971,1501970,2017-11-03T15:43:01+00:00,"Updated my @4305 yesterday. Today, it has crashed. Great job y’all! @115858 , I’m looking at you too with the iOS 11 updates from hell",@468622 We know that app is important to you. Try the steps here: https://t.co/fUZ0NRJxcn Let us know if the issue remains.,"customer: Updated my @4305 yesterday. Today, it has crashed. Great job y’all! @115858 , I’m looking at you too with the iOS 11 updates from hell",2,0
